property_id,description,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price_tier
32010533,Andrew’s Bushwick Den,Brooklyn,Bushwick,40.70002,-73.91909,Private room,3,0,1,0,0
3829261,Beautiful Terrace Room,Brooklyn,Canarsie,40.63881,-73.91751,Private room,3,41,3,278,0
35275242,Sunny room in prime location,Queens,Long Island City,40.74774,-73.94757,Private room,2,0,2,4,1
13492449,[TRUE 1br] Heart of the West Village,Manhattan,West Village,40.7332,-74.0039,Entire home/apt,2,2,1,0,2
30395680,1 bed 2 guest luxury Apt in Brooklyn,Brooklyn,East Flatbush,40.66051,-73.92964,Private room,1,0,3,364,1
828553,Location AND Space in the city!!,Manhattan,Gramercy,40.7349,-73.98549,Entire home/apt,3,26,2,23,2
712260,Private Two Bedroom with Garden in Cobble Hill,Brooklyn,Carroll Gardens,40.68344,-73.9933,Private room,2,75,1,309,2
15099669,Lower East Side large 1 bedroom,Manhattan,Lower East Side,40.71975,-73.98608,Entire home/apt,1,2,1,0,2
13574105,Private Bed-Stuy Flat,Brooklyn,Bedford-Stuyvesant,40.69127,-73.95085,Entire home/apt,3,40,1,327,2
20555569,Rooming has never been better. Room #2,Brooklyn,Bedford-Stuyvesant,40.67966,-73.9283,Private room,3,4,2,342,0
17477830,Sunny Room on Hippest Block in Bushwick,Brooklyn,Bushwick,40.70537,-73.92269,Private room,2,2,1,0,0
11850782,"Spacious, Artsy Room!",Manhattan,Harlem,40.81616,-73.93885,Private room,2,3,2,363,1
19622470,Chelsea Private Bedroom and Bathroom,Manhattan,Chelsea,40.74837,-74.00228,Private room,2,12,1,0,1
12004547,Prime Central Park West Pied à Terre,Manhattan,Upper West Side,40.78466,-73.97276,Entire home/apt,2,128,1,231,2
813554,Historic Park Slope Gem - 1br,Brooklyn,Park Slope,40.67228,-73.97248,Entire home/apt,30,36,1,358,2
26920890,A great room in Manhattan !!!,Manhattan,Lower East Side,40.71857,-73.98973,Private room,3,15,1,280,1
2078687,Lower East Side Haven on Ludlow St,Manhattan,Lower East Side,40.71715,-73.98936,Entire home/apt,8,5,1,333,2
31221559,Flatbush Hideaway - Quiet and close to subway!,Brooklyn,East Flatbush,40.64445,-73.94943,Entire home/apt,1,29,1,19,0
13676601,Here's a great offer on a spacious furnished room!,Brooklyn,East Flatbush,40.66337,-73.92576,Private room,3,20,1,27,0
21817961,Enjoy Harlem,Manhattan,Harlem,40.81029,-73.94344,Entire home/apt,3,1,1,0,2
19890678,Sunny room with a Balcony in Prospect Heights,Brooklyn,Crown Heights,40.67567,-73.95779,Private room,2,1,1,0,0
25736749,UpperWestSide/2B1BA/SHORT-TERM/FURNISHED,Manhattan,Upper West Side,40.79874,-73.96649,Entire home/apt,7,19,1,23,2
32777705,Good Brooklyn shared apartment close to train,Brooklyn,Bedford-Stuyvesant,40.67668,-73.91243,Shared room,1,5,17,89,0
4866867,"Brooklyn.  Room,  private bath & private entrance",Brooklyn,Sunset Park,40.64605,-74.00338,Private room,22,16,3,173,1
35672714,perfect location to experience the Big Apple,Queens,South Ozone Park,40.6765,-73.81947,Entire home/apt,3,3,1,327,2
7399036,Amazing apartment available for a year to rent!,Manhattan,Upper West Side,40.78015,-73.97875,Entire home/apt,30,2,1,200,2
152520,Female Only Clean15min to Manhattan,Queens,Sunnyside,40.7385,-73.91806,Private room,40,53,3,236,0
24889660,Entire Cozy Apartment in Center of East Village,Manhattan,East Village,40.72532,-73.98023,Entire home/apt,3,0,1,0,2
2017397,☆ DESIGN Spacious ☆ 1 BR Sleeps 4 Brooklyn Museum,Brooklyn,Crown Heights,40.66687,-73.95619,Entire home/apt,5,68,1,202,2
20674622,Entire Floor in 1870 Downtown Brooklyn Brownstone,Brooklyn,Gowanus,40.68289,-73.98532,Private room,2,21,1,0,1
7206060,Cozy + Quiet Private Bedroom in Prime Bushwick!,Brooklyn,Bushwick,40.70093,-73.92375,Private room,2,11,1,89,1
14102790,"Clean and modern in prime Carroll Gardens, BK",Brooklyn,Carroll Gardens,40.67615,-74.00004,Private room,3,47,1,308,1
4791964,Bohemian Retreat in Williamsburg,Brooklyn,Williamsburg,40.70973,-73.96056,Private room,1,0,1,0,1
15360364,Cozy private room on the UES,Manhattan,Upper East Side,40.7739,-73.94782,Private room,1,73,1,1,1
26808322,10 MINS TO MANHATTAN! Very private & sunny room.,Queens,Long Island City,40.75463,-73.93448,Private room,3,44,1,37,0
25480207,Art Lover’s Loft on SoHo/Greenwich Village Border,Manhattan,Greenwich Village,40.72926,-73.99968,Entire home/apt,3,14,1,0,3
10127534,Luxurious Modern West Village Loft,Manhattan,West Village,40.73182,-74.01,Entire home/apt,4,4,1,0,2
20194791,15 Minutes  to Manhattan and Safe Neighborhood!,Queens,Sunnyside,40.73676,-73.92756,Private room,2,72,3,98,0
27524608,Private Room in Stunning East Village Apartment,Manhattan,East Village,40.73047,-73.98048,Private room,2,0,1,0,1
3447238,"Spacious, Sunny 1 Bedroom Apartment",Brooklyn,Crown Heights,40.67432,-73.95949,Entire home/apt,5,11,1,188,1
7818701,Brooklyn Studio near ALL subways,Brooklyn,Fort Greene,40.68854,-73.97789,Entire home/apt,2,4,1,0,1
35160399,2 bedroom house 15 min from Jfk,Brooklyn,Cypress Hills,40.68254,-73.88724,Entire home/apt,1,2,1,145,1
13042752,Cozy Spacious Double Bed #1 Near JFK and J Train,Queens,Woodhaven,40.69617,-73.85204,Private room,1,235,4,278,0
15345313,Bronx Beauty: Renovated historic rowhouse.,Bronx,Hunts Point,40.81658,-73.88889,Private room,14,13,4,340,0
36450814,FLATBUSH HANG OUT AND GO,Brooklyn,Flatbush,40.64922,-73.96078,Shared room,1,0,3,363,0
3641819,Sunlight filled top floor refuge with roof deck,Brooklyn,Prospect Heights,40.6786,-73.96694,Entire home/apt,2,25,1,2,2
14148905,Brand new beautiful one bedroom apartment,Queens,Flushing,40.73851,-73.80106,Entire home/apt,1,256,1,124,1
12001650,"Stunning, Waterfront Views! Williamsburg Brooklyn",Brooklyn,Williamsburg,40.71214,-73.96866,Entire home/apt,3,21,1,0,2
36468880,Private room in a nice Brooklyn apartment,Brooklyn,Bushwick,40.69308,-73.91025,Private room,1,0,1,83,2
1292428,Room in Great Loft - Fun/Convenient,Manhattan,Chelsea,40.7433,-73.99832,Private room,4,106,2,23,2
21313022,Brooklyn Home On The Beach,Brooklyn,Brighton Beach,40.57536,-73.96523,Private room,31,1,1,342,0
30389309,"Spacious Midtown East 1BR, Balcony, Doorman + Gym by Blueground",Manhattan,Kips Bay,40.74072,-73.97794,Entire home/apt,30,0,232,333,3
4685985,Living room & Bedroom_Williamsburg,Brooklyn,Williamsburg,40.70574,-73.95552,Private room,1,0,1,0,2
34673353,30day min High flr apt in the center of Manhattan,Manhattan,Theater District,40.76103,-73.97996,Entire home/apt,25,0,1,261,2
26923846,Spacious rooms for one or two persons,Brooklyn,Bedford-Stuyvesant,40.69274,-73.93862,Private room,2,2,4,337,1
2349737,NYC Apt - Close to Metro & Mnhtn,Queens,Rego Park,40.73243,-73.86773,Entire home/apt,30,9,1,342,3
34037737,Ash’s Place in Hell’s Kitchen,Manhattan,Hell's Kitchen,40.76255,-73.99026,Entire home/apt,7,4,1,216,2
30694973,Door man condo near 61st St station,Queens,Woodside,40.74188,-73.90146,Private room,30,2,103,230,0
28012942,"Clean, Modern Studio. First floor access! #10292",Manhattan,Upper East Side,40.77936,-73.9518,Entire home/apt,2,41,1,247,2
2153435,The best Williamsburg has to offer!,Brooklyn,Williamsburg,40.71587,-73.96351,Entire home/apt,2,172,1,330,3
4667148,1 Bdrm in Greenwich Village,Manhattan,West Village,40.73317,-74.00118,Entire home/apt,30,31,2,346,2
30153367,Private Room perfect for Tourists,Bronx,Concourse,40.83488,-73.91988,Private room,2,3,1,0,0
7919094,Spacious 1 Bd in Heart of WillyB,Brooklyn,Williamsburg,40.71122,-73.95663,Entire home/apt,13,6,1,0,2
35157163,Private bedroom near EVERYTHING,Manhattan,Harlem,40.81557,-73.95702,Private room,5,0,3,21,0
10564616,Beautiful 2bed apt near Time Square,Manhattan,Hell's Kitchen,40.76467,-73.99422,Entire home/apt,30,8,31,332,2
23501343,Columbia University Area,Manhattan,Washington Heights,40.83705,-73.93843,Private room,1,2,1,341,0
10478526,A cozy two bedroom apartment,Brooklyn,Sunset Park,40.64953,-74.00011,Private room,2,9,1,20,0
36381795,"Lovely one-bedroom;
Brooklyn Heights",Brooklyn,Brooklyn Heights,40.69383,-73.99328,Entire home/apt,14,0,1,17,2
9108196,Cozy Room,Queens,Laurelton,40.67106,-73.74833,Private room,2,71,5,282,0
32018402,Spacious warm clean private room in the Brooklyn,Brooklyn,Gravesend,40.60653,-73.97725,Private room,1,0,2,0,0
20689638,LARGE PRIVATE ROOM CLOSE TO MANHATTAN,Queens,Ditmars Steinway,40.77281,-73.90295,Private room,1,3,8,129,0
29797153,PRIVATE ROOM NEAR BOTH AIRPORTS AND SUBWAY/LIRR,Queens,Maspeth,40.73183,-73.89787,Private room,1,4,1,137,0
13173263,Massive Bedroom Prime Flatiron Location,Manhattan,Chelsea,40.73769,-73.99026,Private room,30,0,1,365,3
25887161,Small 1-bedroom in East Harlem,Manhattan,East Harlem,40.7942,-73.94532,Entire home/apt,4,4,1,0,2
27529564,Queen size bedroom,Manhattan,Harlem,40.80907,-73.94444,Private room,1,49,3,0,0
33897838,NEW- Sunny and Modern Cobble Hill 1 Bedroom,Brooklyn,Cobble Hill,40.68834,-73.9989,Entire home/apt,2,5,1,43,2
21504818,Large Center Manhattan Studio,Manhattan,Kips Bay,40.74484,-73.9789,Entire home/apt,1,12,1,0,2
696593,Park Slope One bedroom with Balcony,Brooklyn,Park Slope,40.67406,-73.97697,Entire home/apt,5,1,1,27,2
28841309,Times Square Prime Two Bedroom Near Port Authority,Manhattan,Hell's Kitchen,40.75768,-73.99417,Entire home/apt,30,0,1,333,2
746088,Little Italy gem Center of it all!,Manhattan,Little Italy,40.71955,-73.99706,Entire home/apt,3,219,1,212,2
12106132,Bed-Stuy Brownstone Studio,Brooklyn,Bedford-Stuyvesant,40.68592,-73.9398,Entire home/apt,3,3,1,0,1
30105022,SUNLIT PRIVATE ROOM,Manhattan,Lower East Side,40.71436,-73.98856,Private room,1,6,2,151,1
35233897,Private room in the Financial District!,Manhattan,Financial District,40.70473,-74.01582,Private room,2,1,2,5,1
2545184,Great room! Good for med students!,Bronx,Norwood,40.87605,-73.88047,Private room,6,40,1,313,1
21364872,"Williamsburg sunny bedroom, 15 mins to Manhattan",Brooklyn,Williamsburg,40.71239,-73.95857,Private room,4,8,1,0,1
32225188,Sonder | Stock Exchange | Private 1BR + Lounge,Manhattan,Financial District,40.70644,-74.01214,Entire home/apt,2,7,327,347,2
30272649,Monthly: Gorgeous 3 Story Brownstone,Manhattan,East Harlem,40.80855,-73.93841,Entire home/apt,23,1,1,0,2
7149710,Full bed/air-conditioned/secluded,Manhattan,Washington Heights,40.83255,-73.94411,Private room,1,0,1,0,0
21883990,WeLive Wall Street -- 2  Bedroom,Manhattan,Financial District,40.7059,-74.00604,Private room,1,42,6,290,2
29674246,Immaculate and Bright Apartment Downtown,Manhattan,Battery Park City,40.71756,-74.01659,Entire home/apt,7,0,1,12,3
20886923,Private bed & bath by JFK & LGA; Easy NYC access!,Queens,Kew Gardens,40.70874,-73.82617,Private room,2,137,1,32,0
24308928,Richmond Hill 3 Bedroom apartment in Private home!,Queens,Richmond Hill,40.69792,-73.84081,Entire home/apt,1,24,1,162,3
19430074,Quiet Manhattan: top floor 1 BR across from park,Manhattan,Inwood,40.8674,-73.92411,Entire home/apt,3,4,1,0,1
26840133,Oasis I,Brooklyn,Bedford-Stuyvesant,40.68828,-73.95201,Private room,30,22,3,365,0
27549628,Charming two-bedroom suite in Rockaway Beach,Queens,Belle Harbor,40.57491,-73.84962,Entire home/apt,1,32,2,324,2
21621231,Private room in lively East Village rooftop duplex,Manhattan,East Village,40.72179,-73.97904,Private room,2,1,1,0,1
476527,1RW- CARRIAGE HOUSE STUDIO OFF CTYD,Manhattan,East Village,40.72893,-73.98278,Entire home/apt,30,57,6,0,1
6925777,Lofty/Sunny Private Rm in Bushwick!,Brooklyn,Bushwick,40.70479,-73.92316,Private room,7,5,1,0,0
35705568,Trendy Queen Bed room w/private Bath in Bushwick,Brooklyn,Bushwick,40.69624,-73.92554,Private room,1,4,6,160,0
26223279,和缘浪漫民宿,Queens,Flushing,40.75651,-73.80455,Private room,1,17,2,0,0
23998608,Cozy room with a comfortable bed,Staten Island,New Springville,40.57942,-74.15506,Private room,1,38,3,88,0
19910666,Large Studio in the HEART OF MANHATTAN,Manhattan,Hell's Kitchen,40.75856,-73.99057,Entire home/apt,3,0,1,0,2
23203149,Big beautiful bedroom in huge Bushwick apartment,Brooklyn,Bushwick,40.69839,-73.92044,Private room,2,8,2,8,0
15835247,Sunny bedroom in Alphabet City,Manhattan,East Village,40.72117,-73.97839,Private room,6,10,2,7,1
12231254,Flushing Master Room w/ Private bathroom,Queens,Flushing,40.74979,-73.82911,Private room,5,66,12,141,0
18463609,Spring in Bed Stuy,Brooklyn,Bedford-Stuyvesant,40.68257,-73.9279,Entire home/apt,2,77,1,277,1
26085282,Free ferry to Manhattan 10 mins away,Staten Island,Tompkinsville,40.63277,-74.09562,Entire home/apt,3,10,2,87,2
26635867,Prospect Park Oasis in the City,Brooklyn,Prospect-Lefferts Gardens,40.66113,-73.96277,Entire home/apt,2,11,1,0,2
34230593,Spacious UES place. Flexible check-in/out. Subway.,Manhattan,Upper East Side,40.77712,-73.95164,Entire home/apt,2,8,1,0,2
23728069,Marlborough Road Air BnB,Brooklyn,Flatbush,40.64448,-73.96397,Entire home/apt,4,20,1,328,1
33034799,The Brooklyn Experience,Brooklyn,Carroll Gardens,40.68252,-73.99089,Entire home/apt,30,0,1,181,2
10899004,Stylish Windsor Terrace Flat,Brooklyn,Windsor Terrace,40.65627,-73.97955,Entire home/apt,7,0,3,0,2
9904570,HighRise Bryant Park Apt w NYC View,Manhattan,Midtown,40.75342,-73.98729,Entire home/apt,4,3,1,0,2
1533652,Charming Central Park Studio: Summer Park Strolls!,Manhattan,Upper West Side,40.78357,-73.97268,Entire home/apt,7,76,1,151,2
34424598,Bedroom in NYC - Minutes to Central Park!!!,Manhattan,Inwood,40.86191,-73.92726,Private room,2,1,9,335,2
34901323,Incredible Industrial Loft 1BR in Williamsburg,Brooklyn,Williamsburg,40.71706,-73.95988,Entire home/apt,1,3,1,43,3
33618213,Clean and quiet Brooklyn room 35 mins from Soho,Brooklyn,Bedford-Stuyvesant,40.68898,-73.94139,Private room,10,1,1,246,0
6512929,Large Studio on the Upper East Side,Manhattan,Upper East Side,40.77499,-73.94875,Entire home/apt,1,1,1,0,2
42580,Parlor Room In Victorian Townhouse,Brooklyn,Clinton Hill,40.68843,-73.96408,Private room,2,294,3,336,1
36413779,Sunny & spacious room in a 3 Br - Williamsburg,Brooklyn,Williamsburg,40.71812,-73.95495,Private room,5,0,1,38,1
23433996,Spacious Room Close to Manhattan (Females Only),Queens,Astoria,40.76451,-73.91182,Private room,2,21,1,32,1
13460498,Beautiful Brownstone Parlor Floor Apartment,Brooklyn,Bedford-Stuyvesant,40.68813,-73.95479,Entire home/apt,2,16,1,0,2
19174466,2 bedrooms: 1 queen bed and 1 full bed,Manhattan,Upper West Side,40.79367,-73.97073,Private room,1,1,2,0,2
33171891,30 days minimum Time square West Midtown apartment,Manhattan,Hell's Kitchen,40.76043,-73.99132,Entire home/apt,30,0,3,180,3
367042,Eastern Parkway Brooklyn 1BR Flat,Brooklyn,Crown Heights,40.66847,-73.94875,Entire home/apt,5,1,1,0,2
26993437,BK Homestead - Private Rm in Large Apt with Deck!,Brooklyn,Williamsburg,40.71784,-73.95611,Private room,4,1,1,5,2
22972832,"Main st APT w PRIVATE Bath, bedroom, living room.",Queens,Flushing,40.75794,-73.83234,Entire home/apt,2,54,7,70,2
33532173,"Only for airline crew, pilots and flight attendant",Queens,East Elmhurst,40.76078,-73.88222,Private room,1,1,3,76,1
22882677,"Charming, Spacious Apartment on theUpper East Side",Manhattan,Upper East Side,40.77219,-73.94763,Entire home/apt,5,6,1,11,2
6131266,BIG SUNNY ROOM IN CROWN HEIGHTS,Brooklyn,Crown Heights,40.67331,-73.95863,Private room,1,1,1,0,0
20912843,East Harlem 1 bed apt- central location!,Manhattan,East Harlem,40.80002,-73.94137,Entire home/apt,3,10,1,0,2
34392044,Lovely and affordable place in the Bronx,Bronx,Hunts Point,40.81258,-73.88566,Private room,1,11,2,121,0
9693821,2 Bedroom + Futon - Manhattan,Manhattan,East Harlem,40.78626,-73.94295,Entire home/apt,6,0,1,0,2
30737572,Private Room in Clean & Cozy Home Central Location,Manhattan,Murray Hill,40.74929,-73.9812,Private room,5,5,2,0,0
16333075,Light filled private room in Red Hook!,Brooklyn,Red Hook,40.67414,-74.00707,Private room,4,4,1,0,0
36387296,Cozy basement studio in Brooklyn,Brooklyn,Bedford-Stuyvesant,40.69093,-73.9471,Private room,1,0,1,30,1
19328148,Peaceful room:an AlmostEmpty Apartment of your own,Brooklyn,Williamsburg,40.71142,-73.96567,Private room,1,7,1,0,1
18223667,Amazing location! Luxury Apartment by Central Park,Manhattan,Upper East Side,40.78164,-73.95873,Entire home/apt,14,1,1,180,3
5266888,Spacious East Village 1 Bedroom,Manhattan,East Village,40.7249,-73.98852,Entire home/apt,5,22,1,6,2
31458142,Huge studio in the heart of Kips Bay,Manhattan,Kips Bay,40.74343,-73.98147,Entire home/apt,1,3,1,0,2
13218512,Cute 2bdrm Apt in Crown Heights w backyard,Brooklyn,Crown Heights,40.67538,-73.95308,Entire home/apt,1,1,2,0,2
7698593,Bedstuy Brownstone Duplex w/ HUGE Backyard,Brooklyn,Bedford-Stuyvesant,40.69351,-73.94011,Entire home/apt,2,3,1,188,2
270139,"Private Room Very Near L train, Bushwick",Brooklyn,Bushwick,40.70278,-73.92673,Private room,15,21,3,88,0
12154621,Beautiful Room in Crown Heights,Brooklyn,Crown Heights,40.67564,-73.95449,Private room,4,4,1,0,0
8736827,Rain or Shine Studios:  Dedicated to Production,Brooklyn,Sheepshead Bay,40.58599,-73.92762,Entire home/apt,1,1,1,365,3
33550800,Luxury Chelsea Loft with Private Elevator,Manhattan,Chelsea,40.74567,-73.99254,Entire home/apt,2,6,1,270,3
5411787,Art deco apartment in Bay Ridge,Brooklyn,Bay Ridge,40.63692,-74.0276,Entire home/apt,14,23,2,33,2
3983422,Chelsea Home with a View,Manhattan,Chelsea,40.74496,-73.99934,Entire home/apt,4,1,1,0,2
35034032,Sonder | 116 John | Vibrant 1BR + Gym,Manhattan,Financial District,40.70861,-74.00479,Entire home/apt,29,0,327,347,2
9212510,Spacious 2-Bedroom near Highline,Manhattan,Chelsea,40.74799,-73.99993,Entire home/apt,2,9,1,0,3
28374327,Brand New Private Room in Heart of Brooklyn,Brooklyn,Bushwick,40.68467,-73.91341,Private room,2,7,1,36,0
34301415,Elegant Top Floor 3BD/2 Bath in Chelsea,Manhattan,Chelsea,40.74287,-73.99785,Entire home/apt,5,6,1,132,3
1171566,Nolita: 1BR with private bathroom,Manhattan,Nolita,40.72011,-73.99468,Private room,15,5,1,197,1
404923,Private Garden Entry,Brooklyn,Windsor Terrace,40.64791,-73.97904,Entire home/apt,3,243,1,217,1
2700596,Comfortable bedroom for one person,Manhattan,Harlem,40.80697,-73.95203,Private room,3,100,3,341,1
22851242,Gorgeous Bedroom with breakfast by Central Park,Manhattan,East Harlem,40.80194,-73.94397,Private room,3,17,1,77,1
9633119,Feel.Like.A.Local in Williamsburg,Brooklyn,Williamsburg,40.71621,-73.93941,Private room,7,0,1,0,0
35406694,Spacious Duplex - Straight ride from JFK,Brooklyn,Bushwick,40.68635,-73.91482,Private room,4,0,5,274,2
27551807,The St Marks: A large 7 bedroom 15 mins to Manhtan,Brooklyn,Crown Heights,40.67578,-73.94159,Entire home/apt,2,18,1,340,3
28097610,relaxing bed and breakfast feel apartment.,Brooklyn,Gravesend,40.58771,-73.966,Entire home/apt,2,1,2,229,1
2652865,Classic Upper West Side Getaway!,Manhattan,Upper West Side,40.79592,-73.97024,Entire home/apt,2,1,1,0,2
36309780,LIC Family Apt w/ Plenty of Sleeping Space,Queens,Long Island City,40.75419,-73.93445,Entire home/apt,2,0,1,312,3
25025092,"Scandinavian ""hygge"" in Bed Stuy Brooklyn",Brooklyn,Bedford-Stuyvesant,40.68429,-73.92952,Entire home/apt,4,33,1,23,1
31410637,Charming Harlem Apartment,Manhattan,Harlem,40.82964,-73.94271,Entire home/apt,2,2,1,189,1
21298222,Cozy private studio TimesSquare Perfect Location,Manhattan,Hell's Kitchen,40.7617,-73.98931,Private room,1,146,2,60,2
32116711,Sunny furnished room in the heart of Bushwick,Brooklyn,Bushwick,40.70709,-73.92071,Private room,1,3,1,319,1
19113032,Luxury Master Bedroom in Prime Brooklyn,Brooklyn,Bushwick,40.70179,-73.92379,Entire home/apt,1,2,2,0,1
18587083,2 bedrooms in luxury duplex,Brooklyn,Williamsburg,40.71529,-73.93972,Private room,2,4,2,341,2
9572448,Lovely room in the heart of BK,Brooklyn,Bedford-Stuyvesant,40.69886,-73.94617,Private room,1,1,1,0,0
13094690,"Sunny, Bushwick Apartment",Brooklyn,Bushwick,40.69819,-73.9334,Private room,2,1,1,0,0
11167618,1 Bedroom Getaway in Park Slope,Brooklyn,Park Slope,40.67923,-73.97659,Entire home/apt,2,8,1,0,2
13141460,"Great space, great location!",Queens,Astoria,40.76776,-73.92707,Private room,1,1,1,0,2
23765706,Beautiful Large 1br in the middle of Manhattan,Manhattan,Chelsea,40.75068,-73.99811,Entire home/apt,30,6,1,195,2
16514949,1 Bedr.Apt.(1-3 guests)+Wifi-Private Bath+Kitchen,Manhattan,Chinatown,40.71682,-73.99574,Entire home/apt,3,40,2,124,2
13175725,Big Studio apt- Legal NY rental,Brooklyn,East Flatbush,40.65742,-73.92385,Entire home/apt,1,117,1,18,1
18613981,Beautiful bedroom in Quiet House,Queens,Flushing,40.74218,-73.82833,Private room,2,98,1,31,0
11398939,Stay in Private Room in PARK SLOPE,Brooklyn,Sunset Park,40.66216,-73.98985,Private room,1,1,1,0,0
35655420,Midtown 2 Bedroom w King bed near Madison Ave,Manhattan,Murray Hill,40.74825,-73.98101,Entire home/apt,3,3,1,158,2
35913850,Private room for rent,Queens,Flushing,40.74793,-73.81782,Private room,7,0,1,89,0
20887352,"Modern, natural light + in the best location",Brooklyn,Williamsburg,40.71253,-73.96123,Private room,2,0,1,36,2
23668737,Family Studio beside Empire State #53,Manhattan,Midtown,40.74793,-73.98834,Entire home/apt,1,3,17,257,2
8993857,Comfy place to stay in Brooklyn / Flatbush / 4,Brooklyn,East Flatbush,40.64601,-73.94886,Shared room,30,8,7,343,0
94783,"Beautiful, Bright’s, Warm & Spacious 1.5BR Apt",Brooklyn,Crown Heights,40.67174,-73.95663,Entire home/apt,5,104,1,272,2
22683799,The place,Brooklyn,Prospect-Lefferts Gardens,40.65686,-73.95758,Private room,7,5,1,5,0
33023192,Retro room in Astoria - 15m to Manhattan,Queens,Astoria,40.76516,-73.92758,Private room,2,13,2,13,1
2093064,"Sunny Chelsea 1 B.R. Hi Line, Washer/Dryer, 3 Beds",Manhattan,Chelsea,40.74978,-73.99686,Entire home/apt,90,20,19,219,2
36444527,Bright & Cheerful! Near Metro + Bars & Cafes,Manhattan,Harlem,40.81697,-73.94225,Private room,30,0,1,44,0
12699413,Williamsburg Large Bedroom,Brooklyn,Williamsburg,40.71332,-73.94071,Private room,1,0,1,0,1
9185689,"Homie,cozy,artsy,warm,sweet,Harlem!",Manhattan,Harlem,40.81344,-73.95007,Entire home/apt,1,0,1,0,1
34263343,New renovated a comfortable apartment in manhattan,Manhattan,East Harlem,40.80078,-73.94335,Shared room,1,5,7,90,0
34358866,Harlem Residence 3,Manhattan,Washington Heights,40.83416,-73.94327,Private room,2,2,1,86,0
19141112,Modern CoLiving at Ridgewood / shared room,Queens,Ridgewood,40.70375,-73.90342,Shared room,30,1,6,365,0
34641992,Sunny and Luxurious Penthouse Loft in West Harlem,Manhattan,Harlem,40.80553,-73.94928,Entire home/apt,1,2,1,161,3
3378404,WHOLE LARGE 1-BEDROOM APARTMENT,Manhattan,Washington Heights,40.85304,-73.93555,Entire home/apt,2,0,1,0,1
26053366,Private Room in Century Old Brownstone Duplex,Brooklyn,Bedford-Stuyvesant,40.69625,-73.93693,Private room,30,0,1,0,0
32242848,Summer room  夏,Queens,Fresh Meadows,40.73834,-73.79209,Private room,1,24,5,32,0
12897616,Upper West Side Room,Manhattan,Upper West Side,40.80288,-73.96629,Private room,1,1,1,0,1
21524489,Amazing Location! Apartment in South Williamsburg,Brooklyn,Williamsburg,40.71152,-73.95787,Private room,2,6,2,307,1
397034,New York City for All Seasons!,Manhattan,Upper West Side,40.7824,-73.98294,Private room,1,25,1,311,2
13721612,Large 1 Br in Upper East blocks from Central Park,Manhattan,Upper East Side,40.77857,-73.9539,Entire home/apt,3,0,1,0,3
6336738,Bklyn Brownstone 2Bedroom Apartment w/Office Space,Brooklyn,Bedford-Stuyvesant,40.68351,-73.93224,Entire home/apt,3,90,1,155,2
14415799,East Williamsburg Cozy Apartment with Rooftop!,Brooklyn,Williamsburg,40.70749,-73.93916,Entire home/apt,2,2,1,0,2
25215547,"Beautiful & Comfy Room, Same Street As The Subway!",Brooklyn,Bedford-Stuyvesant,40.6791,-73.9096,Private room,1,81,2,233,1
230321,Apt with EmpireState view-Subway around the corner,Brooklyn,Bedford-Stuyvesant,40.69046,-73.95167,Entire home/apt,2,35,1,36,1
1712462,Cozy Private Room in Brooklyn NY,Brooklyn,Greenpoint,40.72124,-73.93673,Private room,4,2,1,0,2
29722452,Perch Harlem,Manhattan,Harlem,40.83039,-73.94721,Entire home/apt,1,5,1,319,2
23505465,Quiet Garden Level Studio in the heart of Brooklyn,Brooklyn,Sunset Park,40.65683,-73.99959,Entire home/apt,2,41,1,0,1
36426720,Crash at a sofabed.Unique apt In the heart of NYC,Manhattan,Hell's Kitchen,40.75579,-73.99094,Shared room,1,0,2,168,2
2431784,Newly renovated 1BD on UWS,Manhattan,Upper West Side,40.7809,-73.98215,Entire home/apt,5,0,1,0,2
26743638,"Modern, Cozy Apt Share for Young Professionals",Brooklyn,Bedford-Stuyvesant,40.68579,-73.95038,Private room,30,1,8,217,0
29406821,ASTORIA NATURE HOUSE,Queens,Astoria,40.75718,-73.92763,Private room,2,5,1,354,1
8172995,Open Plan & Garden Brownstone Apt,Manhattan,East Harlem,40.80965,-73.93912,Entire home/apt,4,111,1,99,2
32892576,New! Sunny Loft/Studio in Greenpoint!,Brooklyn,Greenpoint,40.73304,-73.95491,Entire home/apt,1,8,6,0,0
20264224,"Bright, cozy room 30mins from downtown Manhattan",Brooklyn,Crown Heights,40.67169,-73.9326,Private room,3,28,1,93,0
27262712,Unique Harlem experience in sunny lofted studio,Manhattan,Harlem,40.80765,-73.95484,Entire home/apt,3,4,1,24,2
36450435,Sunny Modern Studio Apartment in Williamsburg,Brooklyn,Williamsburg,40.71391,-73.94431,Entire home/apt,1,0,1,84,2
1240530,Large Sunny Room in Brooklyn,Brooklyn,Bushwick,40.69107,-73.91995,Private room,3,12,2,0,1
35062211,New Cozy Suite in Private home on quiet street .,Bronx,Wakefield,40.89323,-73.85215,Private room,2,0,1,364,2
35713272,Bright & Modern East Village Apartment,Manhattan,East Village,40.72198,-73.97678,Private room,1,1,1,1,1
34939305,Sunny East Village Room Across from the Subway,Manhattan,East Village,40.72276,-73.98741,Private room,2,7,1,1,1
20883446,Private room near train into midtown Manhattan,Queens,Sunnyside,40.7448,-73.92364,Private room,2,2,2,0,0
